Wall time,Step,Value
1505995080.322199,7,1.4929182529449463
1505995080.4551477,8,1.3709819316864014
1505995080.9892044,12,1.3893799781799316
1505995081.1235752,13,1.388455867767334
1505995081.3909345,15,1.3362466096878052
1505995081.5252452,16,1.3797475099563599
1505995081.6565983,17,1.3594040870666504
1505995081.9225252,19,1.3374245166778564
1505995082.057646,20,1.2680556774139404
1505995082.1910036,21,1.2866244316101074
1505995082.3211226,22,1.2105462551116943
1505995082.854781,26,1.1004952192306519
1505995084.0546803,35,0.7693766355514526
1505995084.1880703,36,0.8464099764823914
1505995085.8167315,38,0.6201373338699341
1505995086.1614947,41,0.6602621078491211
1505995086.2954333,42,0.8220182657241821
1505995086.5610955,44,0.9373886585235596
1505995086.822834,46,0.5752107501029968
1505995086.9566946,47,0.5847573280334473
1505995087.223343,49,0.4377228617668152
1505995087.488685,51,0.7296444773674011
1505995087.6240485,52,0.6178372502326965
1505995088.0231133,55,0.8409970998764038
1505995088.156237,56,0.5374609231948853
1505995088.2904532,57,0.5511089563369751
1505995088.4223793,58,0.5568183660507202
1505995088.5563333,59,0.7017503976821899
1505995088.9584985,62,0.5945100784301758
1505995089.0904417,63,0.45381081104278564
1505995089.3574615,65,0.5692446231842041
1505995089.6241567,67,0.49579349160194397
1505995089.758366,68,0.8972592353820801
1505995089.8901155,69,1.0827841758728027
1505995090.0214615,70,0.5264807939529419
1505995090.425021,73,0.8200623989105225
1505995090.5574138,74,0.41669270396232605
1505995090.6925874,75,0.5928030014038086
1505995091.8308053,76,0.5569290518760681
1505995091.9907794,78,0.5576494336128235
1505995092.3896012,81,0.5498859882354736
1505995093.054999,86,0.6387985944747925
1505995093.188594,87,0.6332492828369141
1505995093.3239496,88,0.5351924896240234
1505995093.4595344,89,0.6592831015586853
1505995093.5902605,90,0.5602449178695679
1505995093.7236793,91,0.5449267625808716
1505995094.391259,96,0.6238498091697693
1505995095.4580638,104,0.6933770179748535
1505995095.8578267,107,0.6468240022659302
1505995095.9932241,108,0.7023792862892151
1505995097.9476454,115,0.4243265986442566
1505995098.228462,118,0.491007000207901
1505995098.491221,120,0.5274994969367981
1505995098.6225507,121,0.3951292634010315
1505995098.7549422,122,0.6204491853713989
1505995099.2924702,126,0.46663159132003784
1505995099.4233794,127,0.5130828022956848
1505995099.555278,128,0.513660192489624
1505995099.9569895,131,0.6236572265625
1505995100.0909193,132,0.519339382648468
1505995100.4920218,135,0.5096071362495422
1505995101.0240896,139,0.4755984842777252
1505995101.2918496,141,0.5486652851104736
1505995101.5566292,143,0.5687599182128906
1505995101.689565,144,0.490949422121048
1505995101.8239477,145,0.5798999071121216
1505995101.956939,146,0.535400390625
1505995102.2257004,148,0.35925495624542236
1505995102.4920297,150,0.556023120880127
1505995103.76241,152,0.5043011903762817
1505995104.1162488,155,0.5557101368904114
1505995104.1914504,156,0.48614931106567383
1505995104.3248696,157,0.6423421502113342
1505995104.5894,159,0.5321754217147827
1505995104.722791,160,0.5798790454864502
1505995104.8581686,161,0.4823663830757141
1505995105.2561288,164,0.6570243835449219
1505995105.52436,166,0.5475302338600159
1505995105.6557531,167,0.49697011709213257
1505995105.9218795,169,0.6779965162277222
1505995106.0562136,170,0.6102077960968018
1505995106.4680188,173,0.4026675224304199
1505995107.1361418,178,0.5406191945075989
1505995107.2715354,179,0.663703978061676
1505995107.4059052,180,0.45348674058914185
1505995107.6747177,182,0.4969865381717682
1505995107.8071427,183,0.517542839050293
1505995108.074304,185,0.4869626760482788
1505995108.3416388,187,0.5667150020599365
1505995108.4750066,188,0.5543399453163147
1505995108.6089454,189,0.72519451379776
1505995109.749922,190,0.43974676728248596
1505995110.0325365,192,0.6246282458305359
1505995110.1660097,193,0.6042787432670593
1505995110.991914,200,0.5990062952041626
1505995111.5238814,204,0.8592988848686218
1505995112.0580695,208,0.724496066570282
1505995112.1899397,209,0.5253576040267944
1505995112.3227997,210,0.5125688314437866
