Wall time,Step,Value
1505995080.322199,7,0.2680538296699524
1505995080.4551477,8,0.3018438518047333
1505995080.9892044,12,0.2951526939868927
1505995081.1235752,13,0.29589083790779114
1505995081.3909345,15,0.31208425760269165
1505995081.5252452,16,0.3063807785511017
1505995081.6565983,17,0.297333687543869
1505995081.9225252,19,0.2830525040626526
1505995082.057646,20,0.2874954640865326
1505995082.1910036,21,0.3485960066318512
1505995082.3211226,22,0.3752672076225281
1505995082.854781,26,0.4770039916038513
1505995084.0546803,35,0.6466854214668274
1505995084.1880703,36,0.6742100119590759
1505995085.8167315,38,0.642467200756073
1505995086.1614947,41,0.67157381772995
1505995086.2954333,42,0.6941280364990234
1505995086.5610955,44,0.667674720287323
1505995086.822834,46,0.5705512762069702
1505995086.9566946,47,0.5948019623756409
1505995087.223343,49,0.6311476230621338
1505995087.488685,51,0.6694273948669434
1505995087.6240485,52,0.6791695356369019
1505995088.0231133,55,0.6800314784049988
1505995088.156237,56,0.6591090559959412
1505995088.2904532,57,0.6781843304634094
1505995088.4223793,58,0.6965001225471497
1505995088.5563333,59,0.7120822072029114
1505995088.9584985,62,0.7073990702629089
1505995089.0904417,63,0.714779794216156
1505995089.3574615,65,0.7261923551559448
1505995089.6241567,67,0.7366142272949219
1505995089.758366,68,0.7419000267982483
1505995089.8901155,69,0.7209311723709106
1505995090.0214615,70,0.7026506662368774
1505995090.425021,73,0.7148341536521912
1505995090.5574138,74,0.7101191282272339
1505995090.6925874,75,0.7229149341583252
1505995091.8308053,76,0.7191205024719238
1505995091.9907794,78,0.7300311326980591
1505995092.3896012,81,0.7390005588531494
1505995093.054999,86,0.6908904910087585
1505995093.188594,87,0.6921139359474182
1505995093.3239496,88,0.6979025602340698
1505995093.4595344,89,0.7046747803688049
1505995093.5902605,90,0.7045198082923889
1505995093.7236793,91,0.7106303572654724
1505995094.391259,96,0.7323748469352722
1505995095.4580638,104,0.7387913465499878
1505995095.8578267,107,0.753500759601593
1505995095.9932241,108,0.7531507015228271
1505995097.9476454,115,0.7393879890441895
1505995098.228462,118,0.7679513692855835
1505995098.491221,120,0.7582906484603882
1505995098.6225507,121,0.7621490955352783
1505995098.7549422,122,0.7734341621398926
1505995099.2924702,126,0.7145673632621765
1505995099.4233794,127,0.7227981090545654
1505995099.555278,128,0.722393274307251
1505995099.9569895,131,0.7323903441429138
1505995100.0909193,132,0.7372763156890869
1505995100.4920218,135,0.7475056648254395
1505995101.0240896,139,0.7369540929794312
1505995101.2918496,141,0.7295891046524048
1505995101.5566292,143,0.7361234426498413
1505995101.689565,144,0.7375110983848572
1505995101.8239477,145,0.7418850064277649
1505995101.956939,146,0.738008975982666
1505995102.2257004,148,0.7437247633934021
1505995102.4920297,150,0.7502295970916748
1505995103.76241,152,0.7489359974861145
1505995104.1162488,155,0.7620993852615356
1505995104.1914504,156,0.7546394467353821
1505995104.3248696,157,0.7604255080223083
1505995104.5894,159,0.761725902557373
1505995104.722791,160,0.7636783123016357
1505995104.8581686,161,0.7607479691505432
1505995105.2561288,164,0.7246321439743042
1505995105.52436,166,0.7132020592689514
1505995105.6557531,167,0.7168818712234497
1505995105.9218795,169,0.7395805716514587
1505995106.0562136,170,0.7374975085258484
1505995106.4680188,173,0.7309793829917908
1505995107.1361418,178,0.756318211555481
1505995107.2715354,179,0.7572488784790039
1505995107.4059052,180,0.7487114667892456
1505995107.6747177,182,0.7592687606811523
1505995107.8071427,183,0.7614668607711792
1505995108.074304,185,0.7733506560325623
1505995108.3416388,187,0.774539053440094
1505995108.4750066,188,0.765835165977478
1505995108.6089454,189,0.7720641493797302
1505995109.749922,190,0.7682952284812927
1505995110.0325365,192,0.7768504023551941
1505995110.1660097,193,0.7726028561592102
1505995110.991914,200,0.7865843176841736
1505995111.5238814,204,0.6952529549598694
1505995112.0580695,208,0.6800398230552673
1505995112.1899397,209,0.679223358631134
1505995112.3227997,210,0.6894260048866272
1505995112.8578298,214,0.7067840099334717
1505995112.9917247,215,0.7189180850982666
1505995113.2649965,217,0.7140423655509949
1505995113.6651735,220,0.7272243499755859
1505995113.799531,221,0.7341893911361694
1505995114.1936305,224,0.7297084331512451
1505995114.3250446,225,0.7333000898361206
1505995114.5937078,227,0.7539730668067932
1505995115.733021,228,0.7457632422447205
1505995115.8810396,229,0.7493119239807129
1505995116.1454728,231,0.7525676488876343
1505995116.2778263,232,0.7632483839988708
1505995116.3516343,233,0.7728610634803772
1505995116.4278464,234,0.776824951171875
1505995116.5612051,235,0.7835174798965454
1505995116.6912196,236,0.7801657319068909
